Title,Conference
Massively Parallel Data Analysis with PACTs on Nephele.,VLDB
Exploration in web science: instruments for web observatories.,WWW
Definition and Evaluation of Access Rules in Data Management Systems.,VLDB
Scalable k-nearest neighbor graph construction based on greedy filtering.,WWW
A Generic solution for Warehousing Business Process Data.,VLDB
"Rule-based crowds: generation, animation, cloth and rendering of 15.000 unique human characters.",SIGGRAPH
Distributed Construction of Connected Dominating Set in Wireless Ad Hoc Networks.,INFOCOM
Efficient evaluation of generalized path pattern queries on XML data.,WWW
Transistor-level programmable MOS analog IC with body biasing.,ISCAS
Single Miller compensation using inverting current buffer for multi-stage amplifiers.,ISCAS
Solid texturing of complex surfaces.,SIGGRAPH
Querying XML Views of Relational Data.,VLDB
Sorted QR decomposition for high-speed MMSE MIMO detection based wireless communication systems.,ISCAS
A 2.4 GHz reference-less wireless receiver for 1Mbps QPSK demodulation.,ISCAS
Automatic Profile Generation in eRACE.,WWW
Interactive texture mapping.,SIGGRAPH
Efficient mining of frequent sequence generators.,WWW
Using Trees to Depict a Forest.,VLDB
An Analysis of Structured Data on the Web.,VLDB
FuwaFuwa: detecting shape deformation of soft objects using directional photoreflectivity measurement.,SIGGRAPH
Wrinkle generation model for 3D facial expression.,SIGGRAPH
Optimal signal discrimination in a Low signal-to-noise ratio environment.,ISCAS
Normalization and Optimization of Schema Mappings.,VLDB
MemoIcon: using everyday objects as physical icons.,SIGGRAPH
ILM's multitrack: a new visual tracking framework for high-end VFX production.,SIGGRAPH
A multi-channel neural stimulator with resonance compensated inductive receiver and closed-loop smart power management.,ISCAS
Challenges and techniques for effective and efficient similarity search in large video databases.,VLDB
Image convolution using a probabilistic mapper on USB-AER board.,ISCAS
Comparative evaluation of javascript frameworks.,WWW
Locating Data Sources in Large Distributed Systems.,VLDB
Frame-level data reuse for motion-compensated temporal filtering.,ISCAS
Roesser model realization of MIMO n-D systems by elementary operations.,ISCAS
Time-sliding suboptimal regulation of bilinear interconnected systems.,ISCAS
FiConn: Using Backup Port for Server Interconnection in Data Centers.,INFOCOM
New Light-Weight Crypto Algorithms for RFID.,ISCAS
RankMass Crawler: A Crawler with High PageRank Coverage Guarantee.,VLDB
Separation of weak reflection from a single superimposed image using gradient profile sharpness.,ISCAS
WorldSeed.,SIGGRAPH
An education method for VR content creation using groupwork.,SIGGRAPH
SAR ADC using single-capacitor pulse width to analog converter based DAC.,ISCAS
Cognitive Mobile Virtual Network Operator: Investment and Pricing with Supply Uncertainty.,INFOCOM
Mining Frequent Closed Cubes in 3D Datasets.,VLDB
Predicting clicks: estimating the click-through rate for new ads.,WWW
High-speed tournament givens rotation-based QR Decomposition Architecture for MIMO Receiver.,ISCAS
Live Demonstration: Computing Spike-based Convolutions on GPUs.,ISCAS
An e-market framework for informed trading.,WWW
The V2 Temporal Document Database System.,WWW
Supporting Lists in a Data Model (A Timely Approach).,VLDB
QR-code calibration for mobile augmented reality applications: linking a unique physical location to the digital world.,SIGGRAPH
Fast bilateral filtering for the display of high-dynamic-range images.,SIGGRAPH
The journey of the Cystic Fibrosis gene.,SIGGRAPH
Voltage stability and voltage recovery: effects of electric load dynamics.,ISCAS
Retargeting Motion to New Characters.,SIGGRAPH
Rule Ordering in Bottom-Up Fixpoint Evaluation of Logic Programs.,VLDB
Non-iterative high speed division computation based on Mitchell logarithmic method.,ISCAS
Integrating Packet FEC into Adaptive Voice Playout Buffer Algorithms on the Internet.,INFOCOM
How opinions are received by online communities: a case study on amazon.com helpfulness votes.,WWW
Taking the Skeletons Out of the Closets: A Simple and Efficient Topology Discovery Scheme for Large Ethernet LANs.,INFOCOM
A Multi-hysteresis VCCS and its Application to Multi-scroll Chaotic Oscillators.,ISCAS
Textual and contextual patterns for sentiment analysis over microblogs.,WWW
Synchronization of the Kuramoto model with multi-scale-free property.,ISCAS
YouTube around the world: geographic popularity of videos.,WWW
Clustering user queries of a search engine.,WWW
"A dual-mode, low-power and low-noise 0.18&micro;m CMOS front-end for optical biosensors.",ISCAS
Level Converting Scan Flip-flops.,ISCAS
Volumetric shadow mapping.,SIGGRAPH
Delay Analysis for Multi-Hop Wireless Networks.,INFOCOM
Truthful incentive mechanisms for k-anonymity location privacy.,INFOCOM
The GMAP: A Versatile Tool for Physical Data Independence.,VLDB
Routing Dependable Connections with Specified Failure Restoration Guarantees in WDM Networks.,INFOCOM
Virtual MISO triggers in Wi-Fi-like networks.,INFOCOM
Optimization of clock-gating structures for low-leakage high-performance applications.,ISCAS
Video suggestion and discovery for youtube: taking random walks through the view graph.,WWW
All our messages are belong to us: usable confidentiality in social networks.,WWW
Impromptu Measurement Infrastructures using RTP.,INFOCOM
Analysis of an SOC Architecture for MPEG Reconfigurable Video Coding Framework.,ISCAS
An Adaptive CMOS-based PG-ISFET for pH Sensing.,ISCAS
B+-tree Index Optimization by Exploiting Internal Parallelism of Flash-based Solid State Drives.,VLDB
An effective hop-by-hop Interest shaping mechanism for CCN communications.,INFOCOM
Automatic construction of a context-aware sentiment lexicon: an optimization approach.,WWW
Mining anchor text for query refinement.,WWW
The Generalized MDL Approach for Summarization.,VLDB
Improving Performance in Replicated Databases through Relaxed Coherency.,VLDB
Pseudo-differential zero-crossing-based circuit with differential error suppression.,ISCAS
"Low frequency, current mode programmable KHN filters using large-valued active resistors.",ISCAS
A framework for determining necessary query set sizes to evaluate web search effectiveness.,WWW
A genealogy of information spreading on microblogs: A Galton-Watson-based explicative model.,INFOCOM
Bi-Criteria Approximation Algorithms for Power-Efficient and Low-Interference Topology Control in Unreliable Ad Hoc Networks.,INFOCOM
Minerva: Learning to Infer Network Path Properties.,INFOCOM
Fixed and market pricing for cloud services.,INFOCOM
Articulated body deformation from range scan data.,SIGGRAPH
Staging transformations for multimodal web interaction management.,WWW
Fill-in-the-Form Programming.,VLDB
Toward simple criteria to establish capacity scaling laws for wireless networks.,INFOCOM
The BEST challenge for next-generation Ethernet services.,INFOCOM
Ego networks in Twitter: An experimental analysis.,INFOCOM
Face clustering in videos using constraint propagation.,ISCAS
An Efficient Algorithm for Mining Association Rules in Large Databases.,VLDB
Minimizing End-to-End Delay: A Novel Routing Metric for Multi-Radio Wireless Mesh Networks.,INFOCOM
A Cartesian Feedback Feedforward Transmitter.,ISCAS
A DBMS for the U.S. Bureo of the Census.,VLDB
MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries.,VLDB
Normal flow measurement visual motion sensor.,ISCAS
Implementing RenderMan on the Sony PS2.,SIGGRAPH
Amperometric Readout and Electrode Array Chip for Bioelectrochemical Sensors.,ISCAS
Display pixel caching.,SIGGRAPH
Nonlinear Material Design Using Principal Stretches,SIGGRAPH
Compact Lowpass Ladder Filters using Tapped Coils.,ISCAS
SUBJECT: A Directory Driven System for Organizing and Accessing Large Statistical Databases,VLDB
Hardware Organization for Nonnumeric Processing,VLDB
Surviving a search engine overload.,WWW
Cascading tree sheets and recombinant HTML: better encapsulation and retargeting of web content.,WWW
A New Frame Recompression Algorithm Integrated with H.264 Video Compression.,ISCAS
Access to Objects by Path Expressions and Rules.,VLDB
A two-view approach to constructing user interfaces.,SIGGRAPH
Maximizing capacity with power control under physical interference model in duplex mode.,INFOCOM
C-SPARQL: SPARQL for continuous querying.,WWW
Design of high-speed clock recovery circuit for burst-mode applications.,ISCAS
Performance analysis of Coupling Scheduler for MapReduce/Hadoop.,INFOCOM
Maximizing throughput in wireless networks with finite internal buffers.,INFOCOM
Integer linear programming method for spatial temporal mapping of the Viterbi decoder.,ISCAS
Finding relevant patterns in bursty sequences.,VLDB
Statistical Distortion: Consequences of Data Cleaning.,VLDB
Tuning Elliptic Filters with a 'Tuning Biquad'.,ISCAS
Streaming Implementation of the ZLIB Decoder Algorithm on an FPGA.,ISCAS
A QoS aware multicore hash scheduler for network applications.,INFOCOM
LNA-antenna codesign for UWB systems.,ISCAS
Biometric-based two-level secure access control for Implantable Medical Devices during emergencies.,INFOCOM
Unrolling Cycles to Decide Trigger Termination.,VLDB
Coding and replication co-design for interactive multiview video streaming.,INFOCOM
On the Absence of Isolated Nodes in Wireless Ad-Hoc Networks with Unreliable Links - a Curious Gap.,INFOCOM
Network Performance Anomaly Detection and Localization.,INFOCOM
Rendering fur with three dimensional textures.,SIGGRAPH
A 0.4V ultra low-power UWB CMOS LNA employing noise cancellation.,ISCAS
IP Backbone Design for Multimedia Distribution: Architecture and Performance.,INFOCOM
Low-voltage SOI CMOS DTMOS/MTCMOS circuit technique for design optimization of low-power SOC applications.,ISCAS
On Heterogeneous Overlay Construction and Random Node Selection in Unstructured P2P Networks.,INFOCOM
On the Design of Digital Control for Lab-on-chip Systems.,ISCAS
Multi-Vth Level Conversion Circuits for Multi-VDD Systems.,ISCAS
SigMatch: Fast and Scalable Multi-Pattern Matching.,VLDB
On Channel-Discontinuity-Constraint Routing in Wireless Networks.,INFOCOM
Using QBF to increase accuracy of SAT-based debugging.,ISCAS
Software and Data Base Engineering - Towards a Common Design Methodology.,VLDB
OneClick: A Framework for Measuring Network Quality of Experience.,INFOCOM
A Wireless IC for Wide-Range Neurochemical Monitoring Using Amperometry and Fast-Scan Cyclic Voltammetry.,ISCAS
LDPC Decoder Design for IEEE 802.15 Standard.,ISCAS
Cellular Automata with Large Channel Separations.,ISCAS
Design of reliable 2&times;VDD and 3&times;VDD series-parallel charge pumps in nanoscale CMOS.,ISCAS
Scalable and Accurate Identification of AS-level Forwarding Paths.,INFOCOM
Millimeter Wave WPAN: Cross-Layer Modeling and Multi-Hop Architecture.,INFOCOM
Omnidirectional stereo surround for panoramic virtual environments.,SIGGRAPH
Robust movement detection based on a new similarity index for HDR imaging.,SIGGRAPH
Lightweight Privacy-Preserving Peer-to-Peer Data Integration.,VLDB
Two-level configuration for FPGA: A new design methodology based on a computing fabric.,ISCAS
Packet Leashes: A Defense against Wormhole Attacks in Wireless Networks.,INFOCOM
Attitude sensing system design for wireless Micro-Ball endoscopy.,ISCAS
An 11 Bit Sub-Ranging SAR ADC with Input Signal Range of Twice Supply Voltage.,ISCAS
Signing individual fragments of an RDF graph.,WWW
Understanding spatial relationships in resource usage in cellular data networks.,INFOCOM
Analysis of digital gain error compensation in continuous-time cascaded sigma-delta modulators.,ISCAS
Online modeling of proactive moderation system for auction fraud detection.,WWW
Fractional-Rate FM-to-Digital Delta-Sigma-Converters.,ISCAS
